BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,GRID,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LATITUDE,LAUNDRY_ROOMS,LONGITUDE,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WARDNAME,WATER_PEN_EXT_BLDG_ELEMENTS,X,Y,YEAR_BUILT,YEAR_EVALUATED,YEAR_REGISTERED,_id
4,16,121,4,5,5,2019-11-06,5,5,4,4,3,5,W0527,4,3,4,43.699266335,4,-79.517175411,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156358,81,5,2089 LAWRENCE AVE W,3,N/A,05,York South-Weston,4,303375.42,4839743.519,1960,2019,2017,33298
4,16,121,4,5,5,2019-11-06,5,5,4,4,3,5,W0527,4,3,4,43.699454099,4,-79.517762353,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156359,81,5,2099 LAWRENCE AVE W,3,N/A,05,York South-Weston,4,303330.156,4839728.712,1960,2019,2017,33299
3,4,30,2,3,3,2019-11-06,3,3,3,3,N/A,5,W0734,3,2,3,43.722654944,2,-79.5130447411,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154219,56,2,99 MATTSON RD,2,N/A,07,Humber River-Black Creek,3,303733.493,4842299.549,1965,2019,2017,33300
N/A,10,150,5,5,4,2019-11-06,4,4,4,4,5,5,W0528,4,4,4,43.7095175414,4,-79.5048440536,17,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156371,84,5,10 MAPLE LEAF DR,3,N/A,05,York South-Weston,4,304394.109,4840839.994,1992,2019,2017,33301
N/A,3,11,N/A,4,4,2019-11-06,4,4,4,3,N/A,5,W0529,4,4,4,43.7043754257,4,-79.4779098871,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154303,81,5,16 ARROWSMITH AVE,4,N/A,05,York South-Weston,4,306564.853,4840268.915,1953,2019,2018,33302
4,9,130,5,4,4,2019-11-06,3,4,4,4,N/A,5,W0539,3,2,4,43.6722506898,4,-79.4935197463,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155179,74,5,230 WOOLNER AVE,3,N/A,05,York South-Weston,3,305306.919,4836699.823,1960,2019,2017,33303
5,25,217,4,5,5,2019-11-06,4,5,5,4,4,5,N1629,5,4,3,43.7263188872,3,-79.326226049,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154756,86,5,35 WYNFORD HEIGHTS CRES,2,4,16,Don Valley East,4,318784.766,4842721.124,1976,2019,2017,33304
5,21,346,4,5,5,2019-11-06,4,5,5,3,4,4,N1629,5,4,4,43.7269902086,4,-79.3255519981,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154757,84,5,45 WYNFORD HEIGHTS CRES,3,4,16,Don Valley East,4,318838.914,4842795.818,1973,2019,2017,33305
5,21,344,4,5,5,2019-11-06,4,5,5,5,4,5,N1629,5,4,4,43.7273105049,4,-79.3250508572,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154758,89,5,55 WYNFORD HEIGHTS CRES,4,4,16,Don Valley East,4,318879.214,4842831.486,1969,2019,2017,33306
5,21,327,5,5,5,2019-11-06,4,5,5,5,4,5,N1629,5,4,4,43.7283181853,4,-79.3241417766,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154759,89,5,65 WYNFORD HEIGHTS CRES,3,4,16,Don Valley East,4,318952.217,4842943.589,1974,2019,2017,33307
5,18,179,4,5,5,2019-11-06,5,4,4,5,5,4,N1721,5,5,4,43.791632438,5,-79.390465773,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154844,90,5,60 RUDDINGTON DR,4,4,17,Don Valley North,4,313640.418,4849905.415,1966,2019,2017,33308
5,18,107,5,5,5,2019-11-06,5,4,4,5,5,5,N1721,4,5,5,43.79254847,5,-79.39077874,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154843,95,5,70 RUDDINGTON DR,5,N/A,17,Don Valley North,4,313611.526,4850015.004,1986,2019,2017,33309
N/A,12,264,4,4,4,2019-11-06,4,4,4,3,3,4,W0531,3,4,5,43.691326105,3,-79.50858748,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155742,77,4,333 SIDNEY BELSEY CRES,4,3,05,York South-Weston,5,304091.899,4838820.039,2008,2019,2017,33310
3,3,10,N/A,2,4,2019-11-06,4,4,3,4,N/A,3,W0734,3,4,4,43.7197813249,3,-79.5153042212,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154215,69,3,1746 WILSON AVE,3,N/A,07,Humber River-Black Creek,4,303551.384,4841980.352,1964,2019,2017,33311
3,17,278,5,4,5,2019-11-06,4,4,4,5,4,5,N1630,5,4,4,43.7160160974,4,-79.3362293241,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154764,86,5,7 ST DENNIS DR,4,4,16,Don Valley East,4,317981.095,4841574.866,1968,2019,2017,33312
5,17,297,5,4,5,2019-11-06,4,3,4,3,4,4,N1630,5,4,4,43.7171873043,4,-79.3330002777,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154765,82,5,25 ST DENNIS DR,4,N/A,16,Don Valley East,4,318241.038,4841705.521,1967,2019,2017,33313
5,4,56,5,4,5,2019-11-06,5,4,4,5,4,5,N1630,4,5,4,43.718750712,5,-79.331003238,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156627,92,5,30 ST DENNIS DR,4,N/A,16,Don Valley East,5,,,1964,2019,2017,33314
5,4,56,5,4,4,2019-11-06,5,4,5,5,4,5,N1630,5,5,4,43.7190096,5,-79.330401851,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156610,92,5,32 ST DENNIS DR,4,N/A,16,Don Valley East,5,,,1964,2019,2017,33315
5,4,56,5,4,5,2019-11-06,5,4,4,5,4,5,N1630,4,5,4,43.719032697,4,-79.329817672,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156640,90,5,34 ST DENNIS DR,4,N/A,16,Don Valley East,5,,,1964,2019,2017,33316
5,13,155,5,5,5,2019-11-06,4,5,4,4,4,5,N1721,4,5,4,43.7877925781,4,-79.3916951012,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156564,87,5,11 RUDDINGTON DR,4,4,17,Don Valley North,4,313501.368,4849541.583,1968,2019,2017,33317
4,14,189,5,5,5,2019-11-06,4,4,4,5,5,5,N1721,5,5,4,43.7904933942,5,-79.3906931297,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154845,91,5,50 RUDDINGTON DR,4,4,17,Don Valley North,4,313581.621,4849841.742,1968,2019,2017,33318
5,4,53,5,5,5,2019-11-06,5,4,5,4,4,5,N1823,5,4,5,43.787109972,5,-79.415408659,20,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156140,95,5,45 CUMMER AVE,5,5,18,Willowdale,5,311592.624,4849464.537,1996,2019,2017,33319
5,13,175,5,5,5,2019-11-06,5,5,4,4,5,5,N1721,5,4,5,43.7921587704,5,-79.3916718817,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154842,94,5,505 CUMMER AVE,4,4,17,Don Valley North,5,313502.616,4850026.664,1967,2019,2017,33320
3,4,71,3,4,4,2019-11-06,3,3,4,4,N/A,5,W0734,3,3,3,43.7215636284,N/A,-79.5137264803,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154218,71,5,25 DALLNER RD,3,N/A,07,Humber River-Black Creek,4,303678.542,4842178.326,1985,2019,2017,33321
5,6,81,5,5,5,2019-11-06,5,4,3,3,4,5,N1822,5,4,5,43.7863368671,4,-79.4188830465,19,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154715,89,5,33 DREWRY AVE,4,N/A,18,Willowdale,5,311313.334,4849377.413,1996,2019,2017,33322
N/A,3,11,N/A,3,3,2019-11-06,3,3,3,2,N/A,3,W0535,2,2,2,43.6831377116,2,-79.4805570748,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4168721,52,3,870 WESTON RD,2,N/A,05,York South-Weston,3,306351.965,4837909.457,1956,2019,2021,33323
N/A,3,12,N/A,3,3,2019-11-06,3,3,3,2,N/A,3,W0535,2,2,2,43.6831820527,2,-79.4807822687,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155190,55,3,872 WESTON RD,3,N/A,05,York South-Weston,4,306333.807,4837914.38,1956,2019,2021,33324
N/A,3,15,N/A,4,3,2019-11-06,4,4,3,3,N/A,5,W0531,3,3,2,43.6879654648,3,-79.4913964686,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155120,66,3,1197 WESTON RD,3,3,05,York South-Weston,4,305478.007,4838445.673,1958,2019,2017,33325
4,5,24,3,3,3,2019-11-06,4,4,4,3,1,5,W0531,2,3,4,43.6890657377,2,-79.4960622799,19,2,4,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4155124,65,4,1296 WESTON RD,3,N/A,05,York South-Weston,4,305092.365,4838574.571,1995,2019,2017,33326
N/A,3,11,N/A,2,2,2019-11-06,3,3,2,1,N/A,5,W0531,1,2,3,43.6894309704,N/A,-79.4969533147,14,N/A,3,PRIVATE,Building Audit,4155126,47,1,1306 WESTON RD,2,N/A,05,York South-Weston,3,305030.032,4838608.475,1957,2019,2017,33327
3,4,30,N/A,3,3,2019-11-06,3,3,3,2,N/A,4,W0532,4,3,3,43.6931177015,2,-79.4834759702,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155110,61,3,102 TRETHEWEY DR,3,3,05,York South-Weston,4,306116.469,4839018.146,1957,2019,2017,33328
5,22,167,4,5,5,2019-11-06,4,5,4,4,4,5,N1821,4,4,5,43.792379298,4,-79.442796041,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154724,89,5,765 STEELES AVE W,5,N/A,18,Willowdale,5,309387.955,4850048.034,1969,2019,2017,33329
3,19,204,3,3,3,2019-11-06,3,3,4,3,3,5,W0528,4,3,4,43.697963611,3,-79.500941749,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4156510,70,5,720 TRETHEWEY DR,5,N/A,05,York South-Weston,3,304708.284,4839557.378,1974,2019,2017,33330
4,8,63,4,4,4,2019-11-06,4,4,4,4,4,5,W0534,4,4,4,43.6776538886,4,-79.4967269194,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155198,81,5,898 JANE ST,4,N/A,05,York South-Weston,3,305048.27,4837300.091,1960,2019,2017,33331
4,5,40,4,4,4,2019-11-06,3,4,4,3,N/A,4,W0534,2,4,4,43.6782330421,4,-79.4969313119,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155199,74,5,900 JANE ST,4,N/A,05,York South-Weston,3,305031.787,4837364.433,1968,2019,2017,33332
3,6,76,3,3,2,2019-11-06,2,2,3,2,2,5,W0527,3,2,3,43.6990884103,2,-79.5033968088,19,3,3,TCHC,Evaluation needs to be conducted in 1 year,4155621,53,2,1570 JANE ST,2,N/A,05,York South-Weston,3,304510.668,4839681.395,1967,2019,2017,33333
4,10,105,3,4,4,2019-11-06,4,4,4,4,2,5,W0528,4,3,5,43.7066838334,4,-79.5040013996,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154331,79,5,1795 JANE ST,5,N/A,05,York South-Weston,3,304461.998,4840525.194,1960,2019,2017,33334
4,4,49,N/A,4,4,2019-11-06,3,3,4,3,N/A,5,W0536,4,4,4,43.689344093,3,-79.477497851,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4169221,75,4,2701 EGLINTON AVE W,4,3,05,York South-Weston,4,306598.205,4838599.952,1953,2019,2019,33335
3,16,140,4,3,3,2019-11-06,4,3,3,3,4,5,W0535,3,3,4,43.6858944242,3,-79.4926003199,19,4,2,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155194,71,5,3561 EGLINTON AVE W,4,N/A,05,York South-Weston,4,305380.966,4838215.582,1986,2019,2017,33336
N/A,9,125,4,4,5,2019-11-06,5,4,5,4,4,5,W0531,4,4,5,43.6917606066,5,-79.5050710659,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155127,90,5,200 DORA SPENCER RD,5,N/A,05,York South-Weston,5,304375.636,4838867.321,1992,2019,2017,33337
5,17,284,3,4,4,2019-11-06,4,3,4,4,3,5,N1630,5,3,5,43.716421355,4,-79.334404294,20,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154768,79,5,10 GRENOBLE DR,5,2,16,Don Valley East,5,318127.81,4841621.149,1969,2019,2017,33338
3,28,217,4,3,4,2019-11-06,4,3,4,4,4,5,N1630,4,3,5,43.716030297,5,-79.330923583,19,5,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154762,82,5,45 GRENOBLE DR,4,N/A,16,Don Valley East,5,318408.386,4841578.281,1966,2019,2017,33339
4,9,109,5,4,3,2019-11-06,4,4,4,5,5,5,N1630,5,4,5,43.716768049,5,-79.331308961,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4221322,90,5,48 GRENOBLE DR,4,N/A,16,Don Valley East,5,318377.163,4841660.179,1968,2019,2017,33340
5,6,57,3,4,3,2019-11-06,4,4,3,3,3,5,W0529,4,3,3,43.6995188546,3,-79.4773216595,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154293,72,5,14 GULLIVER RD,3,N/A,05,York South-Weston,4,306612.402,4839729.377,1960,2019,2017,33341
5,6,42,4,4,4,2019-11-06,3,5,4,4,N/A,5,W0529,4,4,4,43.6987192629,4,-79.476784436,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154281,81,5,17 GULLIVER RD,4,3,05,York South-Weston,4,306655.727,4839640.555,1960,2019,2017,33342
5,7,51,3,4,4,2019-11-06,4,5,4,4,N/A,5,W0529,4,4,4,43.6986462208,4,-79.4772084771,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154282,83,5,21 GULLIVER RD,4,4,05,York South-Weston,4,306621.55,4839632.432,1961,2019,2017,33343
5,7,52,3,4,4,2019-11-06,4,5,4,4,N/A,5,W0529,4,4,4,43.69855491,4,-79.4776237229,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154283,83,5,25 GULLIVER RD,4,4,05,York South-Weston,4,306588.082,4839622.28,1961,2019,2017,33344
5,9,151,5,4,5,2019-11-06,5,5,5,4,4,5,N1630,5,4,4,43.7170552928,4,-79.3300834022,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154761,92,5,1 DEAUVILLE LANE,4,N/A,16,Don Valley East,5,318476.117,4841691.34,1960,2019,2017,33345
4,7,62,4,3,3,2019-11-06,5,4,5,3,3,5,N1630,4,3,4,43.7178206599,3,-79.3305417453,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155673,77,4,5 DEAUVILLE LANE,3,N/A,16,Don Valley East,5,318400.363,4841821.642,2013,2019,2017,33346
2,15,255,3,3,3,2019-11-06,1,2,2,2,2,3,W0531,3,2,3,43.68924906,2,-79.4925042867,19,2,2,TCHC,Building Audit,4155122,47,3,30 DENARDA ST,3,N/A,05,York South-Weston,2,305388.692,4838588.272,1983,2019,2017,33347
5,28,218,4,3,4,2019-11-06,4,4,3,4,4,5,N1630,5,4,5,43.7150404939,5,-79.3299928765,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154763,87,5,5 DUFRESNE CRT,4,5,16,Don Valley East,5,318480.453,4841476.916,1968,2019,2017,33348
5,12,234,5,5,5,2019-11-06,4,5,4,4,5,5,N1721,5,5,5,43.8013167898,5,-79.3922896323,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156323,95,5,4001 BAYVIEW AVE,5,4,17,Don Valley North,5,313197.147,4851099.932,1971,2019,2017,33349
5,12,235,5,5,5,2019-11-06,4,5,5,4,5,5,N1721,5,5,4,43.8026375756,5,-79.3940419226,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155675,94,5,4005 BAYVIEW AVE,5,4,17,Don Valley North,4,313187.202,4851155.247,1971,2019,2017,33350
5,6,92,5,3,5,2019-11-06,4,5,5,5,5,5,N1822,4,4,5,43.775246245,4,-79.4428772024,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154713,90,5,4979 BATHURST ST,5,N/A,18,Willowdale,3,309383.017,4848143.646,1959,2019,2017,33351
5,6,96,5,3,5,2019-11-06,3,5,5,5,5,5,N1822,5,4,5,43.7762507176,4,-79.4431391381,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154714,90,5,4981 BATHURST ST,5,N/A,18,Willowdale,3,309361.856,4848255.225,1959,2019,2017,33352
5,12,67,5,5,5,2019-11-06,4,5,5,4,4,5,N1821,5,4,5,43.7880506952,5,-79.445991695,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154720,93,5,6151 BATHURST ST,5,4,18,Willowdale,5,309131.37,4849566.008,1971,2019,2017,33353
N/A,3,10,N/A,3,3,2019-11-06,4,3,3,3,N/A,5,W0526,3,3,3,43.7106272814,3,-79.4788634923,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154351,67,5,2428 KEELE ST,3,N/A,05,York South-Weston,3,306486.658,4840982.713,1950,2019,2017,33354
N/A,3,12,N/A,4,3,2019-11-06,4,4,4,3,N/A,5,W0526,4,4,4,43.7111056713,4,-79.4789091508,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154349,80,5,2432 KEELE ST,4,N/A,05,York South-Weston,4,306484.133,4841016.599,1960,2019,2017,33355
3,4,16,N/A,2,2,2018-12-14,2,2,3,2,N/A,4,N1526,3,2,3,43.7185805232,2,-79.4004206727,16,N/A,3,PRIVATE,Building Audit,4153861,50,2,2779 YONGE ST,2,N/A,15,Don Valley West,3,312808.266,4841851.654,1934,2018,2017,35548
3,8,57,3,3,3,2019-11-06,3,3,3,3,3,4,W0526,4,3,3,43.7125446153,3,-79.4793858958,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154339,62,5,2460 KEELE ST,3,2,05,York South-Weston,3,306445.675,4841176.448,1967,2019,2018,33356
2,12,95,4,3,3,2019-11-06,3,3,3,4,4,5,W0526,3,3,3,43.7131114472,3,-79.4796418006,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154338,66,5,2500 KEELE ST,3,4,05,York South-Weston,3,306425.038,4841239.414,1977,2019,2018,33357
4,16,218,4,4,4,2019-11-06,4,4,4,4,4,5,S0428,3,3,4,43.656787584,4,-79.466157347,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155905,78,5,95 HIGH PARK AVE,4,N/A,04,Parkdale-High Park,4,307493.658,4834995.877,1969,2019,2017,33358
3,4,26,N/A,4,4,2019-11-06,3,4,4,4,N/A,5,W0523,4,4,5,43.7173852837,4,-79.4796573022,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154310,81,5,2567 KEELE ST,4,4,05,York South-Weston,4,306423.676,4841714.21,1958,2019,2017,33359
5,6,71,5,4,5,2019-11-06,5,5,4,5,N/A,5,W0529,4,4,4,43.6995126232,4,-79.4765599841,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154292,89,5,2100 KEELE ST,4,3,05,York South-Weston,5,306673.795,4839728.7,1961,2019,2017,33360
N/A,3,22,N/A,3,3,2019-11-06,3,4,3,4,N/A,5,W0529,3,3,3,43.7014106109,3,-79.4769290281,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154289,69,5,2246 KEELE ST,3,3,05,York South-Weston,3,306643.993,4839939.556,1957,2019,2017,33361
4,6,53,4,3,4,2019-11-06,4,4,4,3,N/A,4,W0529,3,4,4,43.6993035632,4,-79.4776846609,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154294,74,4,26 GULLIVER RD,4,3,05,York South-Weston,4,306583.149,4839705.452,1963,2019,2017,33362
4,6,42,4,4,4,2019-11-06,4,4,4,4,N/A,5,W0529,4,3,4,43.6984374675,4,-79.4780739055,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154284,80,4,35 GULLIVER RD,4,4,05,York South-Weston,4,306551.797,4839609.226,1967,2019,2017,33363
4,7,60,4,4,4,2019-11-06,4,4,4,4,N/A,4,W0529,4,4,4,43.6991175978,4,-79.4785706748,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154296,79,5,42 GULLIVER RD,3,4,05,York South-Weston,4,306511.736,4839684.778,1960,2019,2017,33364
4,5,43,4,3,4,2019-11-06,4,4,4,4,N/A,5,W0529,3,3,3,43.6983227203,3,-79.4785516514,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154285,74,5,45 GULLIVER RD,3,4,05,York South-Weston,4,306513.29,4839596.471,1965,2019,2017,33365
5,3,19,4,3,4,2019-11-06,4,4,4,3,N/A,5,W0529,4,4,4,43.699041127,4,-79.480211325,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154297,80,4,70 GULLIVER RD,4,4,05,York South-Weston,4,306379.23,4839677.21,1960,2019,2017,33366
N/A,3,10,N/A,3,4,2019-11-05,4,4,3,4,N/A,5,W0525,4,5,3,43.7095042953,4,-79.5076695409,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155144,79,4,135 WOODWARD AVE,4,N/A,05,York South-Weston,5,304166.41,4840838.547,1955,2019,2017,33367
N/A,3,11,N/A,3,3,2019-11-05,4,3,3,3,N/A,5,W0525,2,3,3,43.7095795164,3,-79.5073998504,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155145,64,3,137 WOODWARD AVE,3,3,05,York South-Weston,4,304188.144,4840846.9,1954,2019,,33368
N/A,3,10,N/A,3,3,2019-11-05,3,3,3,3,N/A,5,W0525,3,3,3,43.7096316006,3,-79.5071555325,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155146,64,3,139 WOODWARD AVE,3,3,05,York South-Weston,4,304207.833,4840852.683,1945,2019,2018,33369
N/A,3,11,N/A,3,3,2019-11-05,3,3,3,3,N/A,5,W0525,3,3,3,43.7096923975,3,-79.5068983102,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155147,64,3,141 WOODWARD AVE,3,3,05,York South-Weston,4,304228.562,4840859.434,1954,2019,2020,33370
N/A,3,10,N/A,4,4,2019-11-05,4,3,3,4,N/A,5,W0525,3,4,3,43.7097433603,4,-79.5066462518,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155148,76,3,143 WOODWARD AVE,4,4,05,York South-Weston,5,304248.875,4840865.093,1954,2019,2018,33371
4,3,64,4,5,5,2019-11-05,3,5,4,4,4,5,N1630,5,5,4,43.718077388,4,-79.335977623,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156020,84,5,11 ROCHEFORT DR,4,N/A,16,Don Valley East,3,317970.536,4841814.969,1960,2019,2017,33372
5,4,70,3,4,5,2019-11-05,4,4,4,4,5,5,N1627,4,4,5,43.7332472948,5,-79.3395613564,20,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154772,88,5,7 THE DONWAY E,3,5,16,Don Valley East,5,317708.903,4843488.607,1989,2019,2017,33373
5,7,76,5,4,3,2019-11-05,3,4,4,4,4,5,N1627,5,3,5,43.7371481492,4,-79.3412586289,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154784,83,5,18 THE DONWAY E,4,N/A,16,Don Valley East,5,317571.354,4843921.73,1963,2019,2017,33374
4,6,65,4,4,4,2019-11-05,3,4,4,4,N/A,5,N1626,4,3,5,43.7333994547,4,-79.3476283156,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154793,80,5,150 THE DONWAY W,4,3,16,Don Valley East,4,317059.04,4843504.301,1962,2019,2019,33375
5,4,70,4,4,5,2019-11-05,4,4,4,4,N/A,5,N1628,4,4,3,43.7273147758,5,-79.3079868518,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154861,87,5,18 TINDER CRES,5,5,16,Don Valley East,3,320253.965,4842834.972,1955,2019,2017,33376
3,4,59,5,4,5,2019-11-05,4,4,4,5,N/A,5,N1628,4,4,3,43.7269176828,4,-79.3086521838,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154860,83,5,20 TINDER CRES,4,4,16,Don Valley East,4,320200.464,4842790.734,1960,2019,2017,33377
5,9,141,5,5,5,2019-11-05,4,5,4,4,4,4,N1628,4,5,4,43.7254548941,5,-79.3039495236,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154854,90,5,1530 VICTORIA PARK AVE,4,N/A,16,Don Valley East,5,320579.715,4842629.108,1982,2019,2017,33378
5,9,132,5,5,5,2019-11-05,4,5,4,4,4,4,N1628,4,4,4,43.7261205219,5,-79.3038237102,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154855,88,5,1540 VICTORIA PARK AVE,4,N/A,16,Don Valley East,4,320589.676,4842703.079,1982,2019,2017,33379
5,4,27,5,5,4,2019-11-05,4,3,4,5,N/A,5,N1628,3,3,4,43.7300058216,3,-79.3053972189,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154862,82,5,1600 VICTORIA PARK AVE,4,4,16,Don Valley East,4,320461.9,4843134.408,1968,2019,2017,33380
3,25,246,3,3,3,2019-11-05,3,3,3,3,2,5,W0527,2,3,3,43.6990639559,2,-79.5119719596,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156295,60,5,1765 WESTON RD,2,N/A,05,York South-Weston,3,303819.476,4839678.778,1967,2019,2017,33381
3,25,245,2,3,3,2019-11-05,3,3,3,3,2,3,W0527,2,3,3,43.6994166431,3,-79.51287144,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155920,56,4,1775 WESTON RD,1,N/A,05,York South-Weston,3,303746.982,4839717.979,1967,2019,2017,33382
5,4,61,5,3,5,2019-11-05,3,5,5,4,N/A,5,N1628,5,5,5,43.7265495174,5,-79.3191883621,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154891,94,5,2 SWIFT DR,5,5,16,Don Valley East,5,319351.711,4842747.946,1958,2019,2017,33383
5,5,61,5,3,5,2019-11-05,3,3,5,3,N/A,5,N1628,5,5,5,43.7266882298,5,-79.3178088353,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154869,87,5,3 SWIFT DR,5,5,16,Don Valley East,3,319462.82,4842763.595,1960,2019,2017,33384
5,8,112,5,5,4,2019-11-05,5,5,5,3,5,5,N1628,4,4,5,43.7328892774,5,-79.3065969199,19,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154880,94,5,1684 VICTORIA PARK AVE,4,N/A,16,Don Valley East,5,320364.514,4843454.521,1987,2019,2017,33385
